Indicator ID,Indicator Name,Display Name,Source ID,Data Type,Transform Notebook,Frequency,AggregateType,DenominatorIndicatorID,PerCapita,MinYear
Informalemploymentbysexthousandsfemale,"Informal employment by sex (thousands), Female","Informal employment by sex (thousands), Female",ILO_LFS,float,ILO_LFS_transform,,PositiveSum,,,
informalemploymentbysexandagethousandstotal15andabove_iloniflage,"Informal employment by sex and age (thousands), Total, 15 and above","Informal employment by sex and age (thousands), Total, 15 and above",ILO_NIFL_AGE,float,ILO_NIFL_AGE_transform,,PositiveSum,,,
informalemploymentbysexandagethousandsmale15andabove_iloniflage,"Informal employment by sex and age (thousands), Male, 15 and above","Informal employment by sex and age (thousands), Male, 15 and above",ILO_NIFL_AGE,float,ILO_NIFL_AGE_transform,,PositiveSum,,,
informalemploymentbysexandagethousandsfemale15andabove_iloniflage,"Informal employment by sex and age (thousands), Female, 15 and above","Informal employment by sex and age (thousands), Female, 15 and above",ILO_NIFL_AGE,float,ILO_NIFL_AGE_transform,,PositiveSum,,,
informalemploymentbysexandagethousandstotal1524_iloniflage,"Informal employment by sex and age (thousands), Total, 15-24","Informal employment by sex and age (thousands), Total, 15-24",ILO_NIFL_AGE,float,ILO_NIFL_AGE_transform,,PositiveSum,,,
informalemploymentbysexandagethousandsmale1524_iloniflage,"Informal employment by sex and age (thousands), Male, 15-24","Informal employment by sex and age (thousands), Male, 15-24",ILO_NIFL_AGE,float,ILO_NIFL_AGE_transform,,PositiveSum,,,
informalemploymentbysexandagethousandsfemale1524_iloniflage,"Informal employment by sex and age (thousands), Female, 15-24","Informal employment by sex and age (thousands), Female, 15-24",ILO_NIFL_AGE,float,ILO_NIFL_AGE_transform,,PositiveSum,,,
informalemploymentbysexandagethousandstotal1564_iloniflage,"Informal employment by sex and age (thousands), Total, 15-64","Informal employment by sex and age (thousands), Total, 15-64",ILO_NIFL_AGE,float,ILO_NIFL_AGE_transform,,PositiveSum,,,
informalemploymentbysexandagethousandsmale1564_iloniflage,"Informal employment by sex and age (thousands), Male, 15-64","Informal employment by sex and age (thousands), Male, 15-64",ILO_NIFL_AGE,float,ILO_NIFL_AGE_transform,,PositiveSum,,,
informalemploymentbysexandagethousandsfemale1564_iloniflage,"Informal employment by sex and age (thousands), Female, 15-64","Informal employment by sex and age (thousands), Female, 15-64",ILO_NIFL_AGE,float,ILO_NIFL_AGE_transform,,PositiveSum,,,
informalemploymentbysexandagethousandstotal25andabove_iloniflage,"Informal employment by sex and age (thousands), Total, 25 and above","Informal employment by sex and age (thousands), Total, 25 and above",ILO_NIFL_AGE,float,ILO_NIFL_AGE_transform,,PositiveSum,,,
informalemploymentbysexandagethousandsmale25andabove_iloniflage,"Informal employment by sex and age (thousands), Male, 25 and above","Informal employment by sex and age (thousands), Male, 25 and above",ILO_NIFL_AGE,float,ILO_NIFL_AGE_transform,,PositiveSum,,,
informalemploymentbysexandagethousandsfemale25andabove_iloniflage,"Informal employment by sex and age (thousands), Female, 25 and above","Informal employment by sex and age (thousands), Female, 25 and above",ILO_NIFL_AGE,float,ILO_NIFL_AGE_transform,,PositiveSum,,,
informalemploymentbysexandstatusinemploymentthousandstotalemployees_iloniflste,"Informal employment by sex and status in employment (thousands), Total, Employees","Informal employment by sex and status in employment (thousands), Total, Employees",ILO_NIFL_STE,float,ILO_NIFL_STE_transform,,PositiveSum,,,
informalemploymentbysexandstatusinemploymentthousandsmaleemployees_iloniflste,"Informal employment by sex and status in employment (thousands), Male, Employees","Informal employment by sex and status in employment (thousands), Male, Employees",ILO_NIFL_STE,float,ILO_NIFL_STE_transform,,PositiveSum,,,
informalemploymentbysexandstatusinemploymentthousandsfemaleemployees_iloniflste,"Informal employment by sex and status in employment (thousands), Female, Employees","Informal employment by sex and status in employment (thousands), Female, Employees",ILO_NIFL_STE,float,ILO_NIFL_STE_transform,,PositiveSum,,,
informalemploymentbysexandstatusinemploymentthousandstotalselfemployed_iloniflste,"Informal employment by sex and status in employment (thousands), Total, Self-employed","Informal employment by sex and status in employment (thousands), Total, Self-employed",ILO_NIFL_STE,float,ILO_NIFL_STE_transform,,PositiveSum,,,
informalemploymentbysexandstatusinemploymentthousandsmaleselfemployed_iloniflste,"Informal employment by sex and status in employment (thousands), Male, Self-employed","Informal employment by sex and status in employment (thousands), Male, Self-employed",ILO_NIFL_STE,float,ILO_NIFL_STE_transform,,PositiveSum,,,
informalemploymentbysexandstatusinemploymentthousandsfemaleselfemployed_iloniflste,"Informal employment by sex and status in employment (thousands), Female, Self-employed","Informal employment by sex and status in employment (thousands), Female, Self-employed",ILO_NIFL_STE,float,ILO_NIFL_STE_transform,,PositiveSum,,,
informalemploymentbysexandstatusinemploymentthousandsnotclotalassified_iloniflste,"Informal employment by sex and status in employment (thousands), Total, Not classified","Informal employment by sex and status in employment (thousands), Total, Not classified",ILO_NIFL_STE,float,ILO_NIFL_STE_transform,,PositiveSum,,,
informalemploymentbysexandstatusinemploymentthousandsmalenotclassified_iloniflste,"Informal employment by sex and status in employment (thousands), Male, Not classified","Informal employment by sex and status in employment (thousands), Male, Not classified",ILO_NIFL_STE,float,ILO_NIFL_STE_transform,,PositiveSum,,,
informalemploymentbysexandstatusinemploymentthousandsfemalenotclassified_iloniflste,"Informal employment by sex and status in employment (thousands), Female, Not classified","Informal employment by sex and status in employment (thousands), Female, Not classified",ILO_NIFL_STE,float,ILO_NIFL_STE_transform,,PositiveSum,,,
informalemploymentbysexandeconomicactivitythousandstotalagriculture_ilonifleco,"Informal employment by sex and economic activity (thousands), Total, Agriculture","Informal employment by sex and economic activity (thousands), Total, Agriculture",ILO_NIFL_ECO,float,ILO_NIFL_ECO_transform,,PositiveSum,,,
informalemploymentbysexandeconomicactivitythousandsmaleagriculture_ilonifleco,"Informal employment by sex and economic activity (thousands), Male, Agriculture","Informal employment by sex and economic activity (thousands), Male, Agriculture",ILO_NIFL_ECO,float,ILO_NIFL_ECO_transform,,PositiveSum,,,
informalemploymentbysexandeconomicactivitythousandsfemaleagriculture_ilonifleco,"Informal employment by sex and economic activity (thousands), Female, Agriculture","Informal employment by sex and economic activity (thousands), Female, Agriculture",ILO_NIFL_ECO,float,ILO_NIFL_ECO_transform,,PositiveSum,,,
informalemploymentbysexandeconomicactivitythousandstotalnonagriculture_ilonifleco,"Informal employment by sex and economic activity (thousands), Total, Non-agriculture","Informal employment by sex and economic activity (thousands), Total, Non-agriculture",ILO_NIFL_ECO,float,ILO_NIFL_ECO_transform,,PositiveSum,,,
informalemploymentbysexandeconomicactivitythousandsmalenonagriculture_ilonifleco,"Informal employment by sex and economic activity (thousands), Male, Non-agriculture","Informal employment by sex and economic activity (thousands), Male, Non-agriculture",ILO_NIFL_ECO,float,ILO_NIFL_ECO_transform,,PositiveSum,,,
informalemploymentbysexandeconomicactivitythousandsfemalenonagriculture_ilonifleco,"Informal employment by sex and economic activity (thousands), Female, Non-agriculture","Informal employment by sex and economic activity (thousands), Female, Non-agriculture",ILO_NIFL_ECO,float,ILO_NIFL_ECO_transform,,PositiveSum,,,
employementoutsidetheformalsectorbysexthousandstotal_ilopiflnb,"Employement outside the Formal Sector by sex (thousands), Total","Employement outside the Formal Sector by sex (thousands), Total",ILO_PIFL_NB,float,ILO_PIFL_NB_transform,,PositiveSum,,,
employementoutsidetheformalsectorbysexthousandsmale_ilopiflnb,"Employement outside the Formal Sector by sex (thousands), Male","Employement outside the Formal Sector by sex (thousands), Male",ILO_PIFL_NB,float,ILO_PIFL_NB_transform,,PositiveSum,,,
employementoutsidetheformalsectorbysexthousandsfemale_ilopiflnb,"Employement outside the Formal Sector by sex (thousands), Female","Employement outside the Formal Sector by sex (thousands), Female",ILO_PIFL_NB,float,ILO_PIFL_NB_transform,,PositiveSum,,,
employementoutsidetheformalsectorbysexandagethousandstotal15andabove_ilopiflage,"Employement outside the Formal Sector by sex and age (thousands), Total, 15 and above","Employement outside the Formal Sector by sex and age (thousands), Total, 15 and above",ILO_PIFL_AGE,float,ILO_PIFL_AGE_transform,,PositiveSum,,,
employementoutsidetheformalsectorbysexandagethousandsmale15andabove_ilopiflage,"Employement outside the Formal Sector by sex and age (thousands), Male, 15 and above","Employement outside the Formal Sector by sex and age (thousands), Male, 15 and above",ILO_PIFL_AGE,float,ILO_PIFL_AGE_transform,,PositiveSum,,,
employementoutsidetheformalsectorbysexandagethousandsfemale15andabove_ilopiflage,"Employement outside the Formal Sector by sex and age (thousands), Female, 15 and above","Employement outside the Formal Sector by sex and age (thousands), Female, 15 and above",ILO_PIFL_AGE,float,ILO_PIFL_AGE_transform,,PositiveSum,,,
employementoutsidetheformalsectorbysexandagethousandstotal1524_ilopiflage,"Employement outside the Formal Sector by sex and age (thousands), Total, 15-24","Employement outside the Formal Sector by sex and age (thousands), Total, 15-24",ILO_PIFL_AGE,float,ILO_PIFL_AGE_transform,,PositiveSum,,,
employementoutsidetheformalsectorbysexandagethousandsmale1524_ilopiflage,"Employement outside the Formal Sector by sex and age (thousands), Male, 15-24","Employement outside the Formal Sector by sex and age (thousands), Male, 15-24",ILO_PIFL_AGE,float,ILO_PIFL_AGE_transform,,PositiveSum,,,
employementoutsidetheformalsectorbysexandagethousandsfemale1524_ilopiflage,"Employement outside the Formal Sector by sex and age (thousands), Female, 15-24","Employement outside the Formal Sector by sex and age (thousands), Female, 15-24",ILO_PIFL_AGE,float,ILO_PIFL_AGE_transform,,PositiveSum,,,
employementoutsidetheformalsectorbysexandagethousandstotal1564_ilopiflage,"Employement outside the Formal Sector by sex and age (thousands), Total, 15-64","Employement outside the Formal Sector by sex and age (thousands), Total, 15-64",ILO_PIFL_AGE,float,ILO_PIFL_AGE_transform,,PositiveSum,,,
employementoutsidetheformalsectorbysexandagethousandsmale1564_ilopiflage,"Employement outside the Formal Sector by sex and age (thousands), Male, 15-64","Employement outside the Formal Sector by sex and age (thousands), Male, 15-64",ILO_PIFL_AGE,float,ILO_PIFL_AGE_transform,,PositiveSum,,,
employementoutsidetheformalsectorbysexandagethousandsfemale1564_ilopiflage,"Employement outside the Formal Sector by sex and age (thousands), Female, 15-64","Employement outside the Formal Sector by sex and age (thousands), Female, 15-64",ILO_PIFL_AGE,float,ILO_PIFL_AGE_transform,,PositiveSum,,,
employementoutsidetheformalsectorbysexandagethousandstotal25andabove_ilopiflage,"Employement outside the Formal Sector by sex and age (thousands), Total, 25 and above","Employement outside the Formal Sector by sex and age (thousands), Total, 25 and above",ILO_PIFL_AGE,float,ILO_PIFL_AGE_transform,,PositiveSum,,,
employementoutsidetheformalsectorbysexandagethousandsmale25andabove_ilopiflage,"Employement outside the Formal Sector by sex and age (thousands), Male, 25 and above","Employement outside the Formal Sector by sex and age (thousands), Male, 25 and above",ILO_PIFL_AGE,float,ILO_PIFL_AGE_transform,,PositiveSum,,,
employementoutsidetheformalsectorbysexandagethousandsfemale25andabove_ilopiflage,"Employement outside the Formal Sector by sex and age (thousands), Female, 25 and above","Employement outside the Formal Sector by sex and age (thousands), Female, 25 and above",ILO_PIFL_AGE,float,ILO_PIFL_AGE_transform,,PositiveSum,,,
employementoutsidetheformalsectorbysexandstatusinemploymentthousandstotalemployees_ilopiflste,"Employement outside the Formal Sector by sex and status in employment (thousands), Total, Employees","Employement outside the Formal Sector by sex and status in employment (thousands), Total, Employees",ILO_PIFL_STE,float,ILO_PIFL_STE_transform,,PositiveSum,,,
employementoutsidetheformalsectorbysexandstatusinemploymentthousandsmaleemployees_ilopiflste,"Employement outside the Formal Sector by sex and status in employment (thousands), Male, Employees","Employement outside the Formal Sector by sex and status in employment (thousands), Male, Employees",ILO_PIFL_STE,float,ILO_PIFL_STE_transform,,PositiveSum,,,
employementoutsidetheformalsectorbysexandstatusinemploymentthousandsfemaleemployees_ilopiflste,"Employement outside the Formal Sector by sex and status in employment (thousands), Female, Employees","Employement outside the Formal Sector by sex and status in employment (thousands), Female, Employees",ILO_PIFL_STE,float,ILO_PIFL_STE_transform,,PositiveSum,,,
employementoutsidetheformalsectorbysexandstatusinemploymentthousandstotalselfemployed_ilopiflste,"Employement outside the Formal Sector by sex and status in employment (thousands), Total, Self-employed","Employement outside the Formal Sector by sex and status in employment (thousands), Total, Self-employed",ILO_PIFL_STE,float,ILO_PIFL_STE_transform,,PositiveSum,,,
employementoutsidetheformalsectorbysexandstatusinemploymentthousandsmaleselfemployed_ilopiflste,"Employement outside the Formal Sector by sex and status in employment (thousands), Male, Self-employed","Employement outside the Formal Sector by sex and status in employment (thousands), Male, Self-employed",ILO_PIFL_STE,float,ILO_PIFL_STE_transform,,PositiveSum,,,
employementoutsidetheformalsectorbysexandstatusinemploymentthousandsfemaleselfemployed_ilopiflste,"Employement outside the Formal Sector by sex and status in employment (thousands), Female, Self-employed","Employement outside the Formal Sector by sex and status in employment (thousands), Female, Self-employed",ILO_PIFL_STE,float,ILO_PIFL_STE_transform,,PositiveSum,,,
employementoutsidetheformalsectorbysexandstatusinemploymentthousandstotalnotclassified_ilopiflste,"Employement outside the Formal Sector by sex and status in employment (thousands), Total, Not classified","Employement outside the Formal Sector by sex and status in employment (thousands), Total, Not classified",ILO_PIFL_STE,float,ILO_PIFL_STE_transform,,PositiveSum,,,
employementoutsidetheformalsectorbysexandstatusinemploymentthousandsmalenotclassified_ilopiflste,"Employement outside the Formal Sector by sex and status in employment (thousands), Male, Not classified","Employement outside the Formal Sector by sex and status in employment (thousands), Male, Not classified",ILO_PIFL_STE,float,ILO_PIFL_STE_transform,,PositiveSum,,,
employementoutsidetheformalsectorbysexandstatusinemploymentthousandsfemalenotclassified_ilopiflste,"Employement outside the Formal Sector by sex and status in employment (thousands), Female, Not classified","Employement outside the Formal Sector by sex and status in employment (thousands), Female, Not classified",ILO_PIFL_STE,float,ILO_PIFL_STE_transform,,PositiveSum,,,
employementoutsidetheformalsectorbysexandeconomicactivitythousandstotalagriculture_ilopifleco,"Employement outside the Formal Sector by sex and economic activity (thousands), Total, Agriculture","Employement outside the Formal Sector by sex and economic activity (thousands), Total, Agriculture",ILO_PIFL_ECO,float,ILO_PIFL_ECO_transform,,PositiveSum,,,
employementoutsidetheformalsectorbysexandeconomicactivitythousandsmaleagriculture_ilopifleco,"Employement outside the Formal Sector by sex and economic activity (thousands), Male, Agriculture","Employement outside the Formal Sector by sex and economic activity (thousands), Male, Agriculture",ILO_PIFL_ECO,float,ILO_PIFL_ECO_transform,,PositiveSum,,,
employementoutsidetheformalsectorbysexandeconomicactivitythousandsfemaleagriculture_ilopifleco,"Employement outside the Formal Sector by sex and economic activity (thousands), Female, Agriculture","Employement outside the Formal Sector by sex and economic activity (thousands), Female, Agriculture",ILO_PIFL_ECO,float,ILO_PIFL_ECO_transform,,PositiveSum,,,
employementoutsidetheformalsectorbysexandeconomicactivitythousandstotalnonagriculture_ilopifleco,"Employement outside the Formal Sector by sex and economic activity (thousands), Total, Non-agriculture","Employement outside the Formal Sector by sex and economic activity (thousands), Total, Non-agriculture",ILO_PIFL_ECO,float,ILO_PIFL_ECO_transform,,PositiveSum,,,
employementoutsidetheformalsectorbysexandeconomicactivitythousandsmalenonagriculture_ilopifleco,"Employement outside the Formal Sector by sex and economic activity (thousands), Male, Non-agriculture","Employement outside the Formal Sector by sex and economic activity (thousands), Male, Non-agriculture",ILO_PIFL_ECO,float,ILO_PIFL_ECO_transform,,PositiveSum,,,
employementoutsidetheformalsectorbysexandeconomicactivitythousandsfemalenonagriculture_ilopifleco,"Employement outside the Formal Sector by sex and economic activity (thousands), Female, Non-agriculture","Employement outside the Formal Sector by sex and economic activity (thousands), Female, Non-agriculture",ILO_PIFL_ECO,float,ILO_PIFL_ECO_transform,,PositiveSum,,,
shareofinformalemploymentbysexthousandstotal_iloniflrt,"Share of Informal employment by sex (thousands), Total","Share of Informal employment by sex (thousands), Total",ILO_NIFL_RT,float,ILO_NIFL_RT_transform,,,,,
shareofinformalemploymentbysexthousandsmale_iloniflrt,"Share of Informal employment by sex (thousands), Male","Share of Informal employment by sex (thousands), Male",ILO_NIFL_RT,float,ILO_NIFL_RT_transform,,,,,
shareofinformalemploymentbysexthousandsfemale_iloniflrt,"Share of Informal employment by sex (thousands), Female","Share of Informal employment by sex (thousands), Female",ILO_NIFL_RT,float,ILO_NIFL_RT_transform,,,,,
shareofinformalemploymentbysexandagetotal15andabove_iloniflrtage,"Share of Informal employment by sex and age (%), Total, 15 and above","Share of Informal employment by sex and age (%), Total, 15 and above",ILO_NIFL_RT_AGE,float,ILO_NIFL_RT_AGE_transform,,,,,
shareofinformalemploymentbysexandagemale15andabove_iloniflrtage,"Share of Informal employment by sex and age (%), Male, 15 and above","Share of Informal employment by sex and age (%), Male, 15 and above",ILO_NIFL_RT_AGE,float,ILO_NIFL_RT_AGE_transform,,,,,
shareofinformalemploymentbysexandagefemale15andabove_iloniflrtage,"Share of Informal employment by sex and age (%), Female, 15 and above","Share of Informal employment by sex and age (%), Female, 15 and above",ILO_NIFL_RT_AGE,float,ILO_NIFL_RT_AGE_transform,,,,,
shareofinformalemploymentbysexandagetotal1524_iloniflrtage,"Share of Informal employment by sex and age (%), Total, 15-24","Share of Informal employment by sex and age (%), Total, 15-24",ILO_NIFL_RT_AGE,float,ILO_NIFL_RT_AGE_transform,,,,,
shareofinformalemploymentbysexandagemale1524_iloniflrtage,"Share of Informal employment by sex and age (%), Male, 15-24","Share of Informal employment by sex and age (%), Male, 15-24",ILO_NIFL_RT_AGE,float,ILO_NIFL_RT_AGE_transform,,,,,
shareofinformalemploymentbysexandagefemale1524_iloniflrtage,"Share of Informal employment by sex and age (%), Female, 15-24","Share of Informal employment by sex and age (%), Female, 15-24",ILO_NIFL_RT_AGE,float,ILO_NIFL_RT_AGE_transform,,,,,
shareofinformalemploymentbysexandagetotal25andabove_iloniflrtage,"Share of Informal employment by sex and age (%), Total, 25 and above","Share of Informal employment by sex and age (%), Total, 25 and above",ILO_NIFL_RT_AGE,float,ILO_NIFL_RT_AGE_transform,,,,,
shareofinformalemploymentbysexandagemale25andabove_iloniflrtage,"Share of Informal employment by sex and age (%), Male, 25 and above","Share of Informal employment by sex and age (%), Male, 25 and above",ILO_NIFL_RT_AGE,float,ILO_NIFL_RT_AGE_transform,,,,,
shareofinformalemploymentbysexandagefemale25andabove_iloniflrtage,"Share of Informal employment by sex and age (%), Female, 25 and above","Share of Informal employment by sex and age (%), Female, 25 and above",ILO_NIFL_RT_AGE,float,ILO_NIFL_RT_AGE_transform,,,,,
shareofinformalemploymentbysexandstatusinemploymenttotalemployees_iloniflrtste,"Share of Informal employment by sex and status in employment (%), Total, Employees","Share of Informal employment by sex and status in employment (%), Total, Employees",ILO_NIFL_RT_STE,float,ILO_NIFL_RT_STE_transform,,,,,
shareofinformalemploymentbysexandstatusinemploymentmaleemployees_iloniflrtste,"Share of Informal employment by sex and status in employment (%), Male, Employees","Share of Informal employment by sex and status in employment (%), Male, Employees",ILO_NIFL_RT_STE,float,ILO_NIFL_RT_STE_transform,,,,,
shareofinformalemploymentbysexandstatusinemploymentfemaleemployees_iloniflrtste,"Share of Informal employment by sex and status in employment (%), Female, Employees","Share of Informal employment by sex and status in employment (%), Female, Employees",ILO_NIFL_RT_STE,float,ILO_NIFL_RT_STE_transform,,,,,
shareofinformalemploymentbysexandstatusinemploymenttotalselfemployed_iloniflrtste,"Share of Informal employment by sex and status in employment (%), Total, Self-employed","Share of Informal employment by sex and status in employment (%), Total, Self-employed",ILO_NIFL_RT_STE,float,ILO_NIFL_RT_STE_transform,,,,,
shareofinformalemploymentbysexandstatusinemploymentmaleselfemployed_iloniflrtste,"Share of Informal employment by sex and status in employment (%), Male, Self-employed","Share of Informal employment by sex and status in employment (%), Male, Self-employed",ILO_NIFL_RT_STE,float,ILO_NIFL_RT_STE_transform,,,,,
shareofinformalemploymentbysexandstatusinemploymentfemaleselfemployed_iloniflrtste,"Share of Informal employment by sex and status in employment (%), Female, Self-employed","Share of Informal employment by sex and status in employment (%), Female, Self-employed",ILO_NIFL_RT_STE,float,ILO_NIFL_RT_STE_transform,,,,,
shareofinformalemploymentbysexandstatusinemploymenttotalnotclassified_iloniflrtste,"Share of Informal employment by sex and status in employment (%), Total, Not classified","Share of Informal employment by sex and status in employment (%), Total, Not classified",ILO_NIFL_RT_STE,float,ILO_NIFL_RT_STE_transform,,,,,
shareofinformalemploymentbysexandstatusinemploymentmalenotclassified_iloniflrtste,"Share of Informal employment by sex and status in employment (%), Male, Not classified","Share of Informal employment by sex and status in employment (%), Male, Not classified",ILO_NIFL_RT_STE,float,ILO_NIFL_RT_STE_transform,,,,,
shareofinformalemploymentbysexandstatusinemploymentfemalenotclassified_iloniflrtste,"Share of Informal employment by sex and status in employment (%), Female, Not classified","Share of Informal employment by sex and status in employment (%), Female, Not classified",ILO_NIFL_RT_STE,float,ILO_NIFL_RT_STE_transform,,,,,
shareofinformalemploymentbysexandeconomicactivitytotalagriculture_iloniflrteco,"Share of Informal employment by sex and economic activity (%), Total, Agriculture","Share of Informal employment by sex and economic activity (%), Total, Agriculture",ILO_NIFL_RT_ECO,float,ILO_NIFL_RT_ECO_transform,,,,,
shareofinformalemploymentbysexandeconomicactivitymaleagriculture_iloniflrteco,"Share of Informal employment by sex and economic activity (%), Male, Agriculture","Share of Informal employment by sex and economic activity (%), Male, Agriculture",ILO_NIFL_RT_ECO,float,ILO_NIFL_RT_ECO_transform,,,,,
shareofinformalemploymentbysexandeconomicactivityfemaleagriculture_iloniflrteco,"Share of Informal employment by sex and economic activity (%), Female, Agriculture","Share of Informal employment by sex and economic activity (%), Female, Agriculture",ILO_NIFL_RT_ECO,float,ILO_NIFL_RT_ECO_transform,,,,,
shareofinformalemploymentbysexandeconomicactivitytotalnonagriculture_iloniflrteco,"Share of Informal employment by sex and economic activity (%), Total, Non-agriculture","Share of Informal employment by sex and economic activity (%), Total, Non-agriculture",ILO_NIFL_RT_ECO,float,ILO_NIFL_RT_ECO_transform,,,,,
shareofinformalemploymentbysexandeconomicactivitymalenonagriculture_iloniflrteco,"Share of Informal employment by sex and economic activity (%), Male, Non-agriculture","Share of Informal employment by sex and economic activity (%), Male, Non-agriculture",ILO_NIFL_RT_ECO,float,ILO_NIFL_RT_ECO_transform,,,,,
shareofinformalemploymentbysexandeconomicactivityfemalenonagriculture_iloniflrteco,"Share of Informal employment by sex and economic activity (%), Female, Non-agriculture","Share of Informal employment by sex and economic activity (%), Female, Non-agriculture",ILO_NIFL_RT_ECO,float,ILO_NIFL_RT_ECO_transform,,,,,
shareofemployementoutsidetheformalsectorbysexthousandstotal_ilopiflrt,"Share of Employement outside the Formal Sector by sex (thousands), Total","Share of Employement outside the Formal Sector by sex (thousands), Total",ILO_PIFL_RT,float,ILO_PIFL_RT_transform,,,,,
shareofemployementoutsidetheformalsectorbysexthousandsmale_ilopiflrt,"Share of Employement outside the Formal Sector by sex (thousands), Male","Share of Employement outside the Formal Sector by sex (thousands), Male",ILO_PIFL_RT,float,ILO_PIFL_RT_transform,,,,,
shareofemployementoutsidetheformalsectorbysexthousandsfemale_ilopiflrt,"Share of Employement outside the Formal Sector by sex (thousands), Female","Share of Employement outside the Formal Sector by sex (thousands), Female",ILO_PIFL_RT,float,ILO_PIFL_RT_transform,,,,,
shareofemployementoutsidetheformalsectorbysexandagetotal15andabove_iloipflrtage,"Share of Employement outside the Formal Sector by sex and age (%), Total, 15 and above","Share of Employement outside the Formal Sector by sex and age (%), Total, 15 and above",ILO_PIFL_RT_AGE,float,ILO_PIFL_RT_AGE_transform,,,,,
shareofemployementoutsidetheformalsectorbysexandagemale15andabove_iloipflrtage,"Share of Employement outside the Formal Sector by sex and age (%), Male, 15 and above","Share of Employement outside the Formal Sector by sex and age (%), Male, 15 and above",ILO_PIFL_RT_AGE,float,ILO_PIFL_RT_AGE_transform,,,,,
shareofemployementoutsidetheformalsectorbysexandagefemale15andabove_iloipflrtage,"Share of Employement outside the Formal Sector by sex and age (%), Female, 15 and above","Share of Employement outside the Formal Sector by sex and age (%), Female, 15 and above",ILO_PIFL_RT_AGE,float,ILO_PIFL_RT_AGE_transform,,,,,
shareofemployementoutsidetheformalsectorbysexandagetotal1524_iloipflrtage,"Share of Employement outside the Formal Sector by sex and age (%), Total, 15-24","Share of Employement outside the Formal Sector by sex and age (%), Total, 15-24",ILO_PIFL_RT_AGE,float,ILO_PIFL_RT_AGE_transform,,,,,
shareofemployementoutsidetheformalsectorbysexandagemale1524_iloipflrtage,"Share of Employement outside the Formal Sector by sex and age (%), Male, 15-24","Share of Employement outside the Formal Sector by sex and age (%), Male, 15-24",ILO_PIFL_RT_AGE,float,ILO_PIFL_RT_AGE_transform,,,,,
shareofemployementoutsidetheformalsectorbysexandagefemale1524_iloipflrtage,"Share of Employement outside the Formal Sector by sex and age (%), Female, 15-24","Share of Employement outside the Formal Sector by sex and age (%), Female, 15-24",ILO_PIFL_RT_AGE,float,ILO_PIFL_RT_AGE_transform,,,,,
shareofemployementoutsidetheformalsectorbysexandagetotal25andabove_iloipflrtage,"Share of Employement outside the Formal Sector by sex and age (%), Total, 25 and above","Share of Employement outside the Formal Sector by sex and age (%), Total, 25 and above",ILO_PIFL_RT_AGE,float,ILO_PIFL_RT_AGE_transform,,,,,
shareofemployementoutsidetheformalsectorbysexandagemale25andabove_iloipflrtage,"Share of Employement outside the Formal Sector by sex and age (%), Male, 25 and above","Share of Employement outside the Formal Sector by sex and age (%), Male, 25 and above",ILO_PIFL_RT_AGE,float,ILO_PIFL_RT_AGE_transform,,,,,
shareofemployementoutsidetheformalsectorbysexandagefemale25andabove_iloipflrtage,"Share of Employement outside the Formal Sector by sex and age (%), Female, 25 and above","Share of Employement outside the Formal Sector by sex and age (%), Female, 25 and above",ILO_PIFL_RT_AGE,float,ILO_PIFL_RT_AGE_transform,,,,,
shareofemployementoutsidetheformalsectorbysexandstatusinemploymenttotalemployees_ilopiflrtste,"Share of Employement outside the Formal Sector by sex and status in employment (%), Total, Employees","Share of Employement outside the Formal Sector by sex and status in employment (%), Total, Employees",ILO_PIFL_RT_STE,float,ILO_PIFL_RT_STE_transform,,,,,
shareofemployementoutsidetheformalsectorbysexandstatusinemploymentmaleemployees_ilopiflrtste,"Share of Employement outside the Formal Sector by sex and status in employment (%), Male, Employees","Share of Employement outside the Formal Sector by sex and status in employment (%), Male, Employees",ILO_PIFL_RT_STE,float,ILO_PIFL_RT_STE_transform,,,,,
shareofemployementoutsidetheformalsectorbysexandstatusinemploymentfemaleemployees_ilopiflrtste,"Share of Employement outside the Formal Sector by sex and status in employment (%), Female, Employees","Share of Employement outside the Formal Sector by sex and status in employment (%), Female, Employees",ILO_PIFL_RT_STE,float,ILO_PIFL_RT_STE_transform,,,,,
shareofemployementoutsidetheformalsectorbysexandstatusinemploymenttotalselfemployed_ilopiflrtste,"Share of Employement outside the Formal Sector by sex and status in employment (%), Total, Self-employed","Share of Employement outside the Formal Sector by sex and status in employment (%), Total, Self-employed",ILO_PIFL_RT_STE,float,ILO_PIFL_RT_STE_transform,,,,,
shareofemployementoutsidetheformalsectorbysexandstatusinemploymentmaleselfemployed_ilopiflrtste,"Share of Employement outside the Formal Sector by sex and status in employment (%), Male, Self-employed","Share of Employement outside the Formal Sector by sex and status in employment (%), Male, Self-employed",ILO_PIFL_RT_STE,float,ILO_PIFL_RT_STE_transform,,,,,
shareofemployementoutsidetheformalsectorbysexandstatusinemploymentfemaleselfemployed_ilopiflrtste,"Share of Employement outside the Formal Sector by sex and status in employment (%), Female, Self-employed","Share of Employement outside the Formal Sector by sex and status in employment (%), Female, Self-employed",ILO_PIFL_RT_STE,float,ILO_PIFL_RT_STE_transform,,,,,
